,0,1,2,3
773,초량본점,부산 동구 초량동 460-5 ,부산광역시,051-463-2167
774,수정1호점,부산광역시 동구 수정로 18(수정동),부산광역시,051-441-9985
775,범천2호점,"부산광역시 부산진구 가야대로 702, 101동 103호(범천동, 서면 e-편한세상상가)",부산광역시,051-803-1992
776,주례점,부산 사상구 가야대로 306번길 69(주례동),부산광역시,051-315-9292
777,가야점,부산 부산진구 가야대로 589번길 3(가야동),부산광역시,051-891-0787
778,당감1호점,부산광역시 부산진구 백양순환로 105(부암동),부산광역시,051-894-3999
779,부암점,"부산광역시 부산진구 시민공원로 19번길 38-6(부암동,1층)",부산광역시,051-806-6266
780,하마정점,"부산광역시 부산진구 범양로 113, 1층(양정동)",부산광역시,051-865-9246
781,한남대점,대전 대덕구 한남로 28 ,대전광역시,042-624-9100
782,어은점,대전 유성구 어은로48번길 9-5 ,대전광역시,042-861-9255
783,법동점,대전 대덕구 계족로663번길 23 ,대전광역시,042-633-0792
784,신탄로하스점,대전 대덕구 대덕대로 1583 ,대전광역시,042-936-2000
785,신성점,대전 유성구 신성로62번길 38,대전광역시,042-861-9222
786,원신흥점,대전 유성구 원신흥남로 58,대전광역시,042-826-4492
787,비래가양점,대전 대덕구 우암로 412,대전광역시,042-621-9982
788,부사점,대전 중구 대종로316번길 2,대전광역시,042-253-3588
789,둔산녹원점,대전 서구 계룡로491번길 28,대전광역시,042-487-2955
790,둔산타임월드점,대전 서구 갈마역로 10,대전광역시,042-471-6656
791,전민점,대전 유성구 전민로38번길 33,대전광역시,042-861-9005
792,도마점,대전 서구 도솔로 137,대전광역시,042-528-9238
793,관평점,대전 유성구 테크노1로 12-22,대전광역시,042-671-2100
794,월평3점,대전 서구 월평중로 50,대전광역시,042-383-7000
795,성남점,대전 동구 성남로 28,대전광역시,042-673-9044
796,둔산1점,대전 서구 둔산북로 175,대전광역시,042-482-7979
797,중리점,대전 대덕구 중리남로 48,대전광역시,042-622-9266
798,송촌2점,대전 대덕구 동춘당로54번길 40-6,대전광역시,042-622-9233
799,갈마점,대전 서구 갈마중로7번길 29,대전광역시,042-525-5163
800,신인점,대전 동구 계족로 87,대전광역시,042-283-4338
801,신탄1점,대전 대덕구 덕암로 222,대전광역시,042-933-1212
802,용운점,대전 동구 용운로147번길 123,대전광역시,042-284-8266
803,보문점,대전 중구 충무로 73,대전광역시,042-254-9942
804,대전삼성점,대전 동구 현암로 36,대전광역시,042-621-1504
805,대화점,대전 대덕구 동심1길 172,대전광역시,042-633-5592
806,관저1점,대전 서구 도안남로 148,대전광역시,042-545-3392
807,한밭점,대전 중구 보문산로 31,대전광역시,042-585-1188
808,태평점,대전 중구 수침로55번길 7,대전광역시,042-525-6720
809,용두점,대전광역시 중구 중앙로 13번길 63,대전광역시,042-256-9595
810,목동점,대전광역시 중구 목중로19번길 7,대전광역시,042-222-2092
811,송촌1점,대전광역시 대덕구 계족로690번길 21 선비마을1단지상가 104,대전광역시,042-672-9911
812,노은1점,대전광역시 유성구 은구비로 18,대전광역시,042-476-9223
813,장대점,대전 유성구 문화원로 13,대전광역시,042-822-8892
814,월평1점,대전광역시 서구 월평새뜸로8번길 50,대전광역시,042-485-0145
815,괴정점,대전광역시 서구 도산로369번길 91,대전광역시,042-536-0124
816,산호점,대전광역시광역시 서구 계룡로571번길 65 상가 103호,대전광역시,042-488-2285
817,둔산삼천점,대전광역시광역시 서구 둔산북로 215,대전광역시,042-482-1363
818,하남점,광주광역시 광산구 월곡반월로 28(월곡동 1동),광주광역시,062-951-5912
819,주월점,광주 남구 서문대로 749번길 15-1(주월동),광주광역시,062-673-7334
820,일곡점,광주 북구 설죽로 585-1(일곡동),광주광역시,062-572-9600
821,운암동림점,광주 북구 운암1동 930-8,광주광역시,062-531-4898
822,양산첨단2점,광주광역시 북구 임방울대로1041번길 24(용두동 1층),광주광역시,062-574-8292
823,송하풍암점,광주 남구 송하동 258-7,광주광역시,062-676-9252
824,송정점,"광주광역시 광산구 송도로 319, 1층(송정동)",광주광역시,062-941-9979
825,문흥1점,광주 북구 대천로 139번길 8-7(문흥동),광주광역시,062-267-8511
826,두암타운점,광주 동구 산수동 밤실로 147 (두암타운상가 105호),광주광역시,062-261-2962
827,모동점,경북 상주시 모동면 용호1길 25,경상북도,054-536-9282
828,영주1호점,경북 영주시 대학로 261번길 36(가흥동),경상북도,054-631-7711
829,안계점,경북 의성군 안계면 안계길 118,경상북도,054-862-6999
830,신안점,경북 안동시 안막동 69-9,경상북도,054-852-4273
831,옥동점,경북 안동시 옥동768-1 세영APT 상가동 104호,경상북도,054-843-0303
832,의성역점,경북 의성군 의성읍 문소3길 89,경상북도,054-832-6225
833,성동점,경북 상주시 성동 193 - 3 번지,경상북도,054-536-1442
834,낙양점,경북 상주시 낙양동 199-1,경상북도,054-535-0599
835,휴천점,경북 영주시 영주로 330번길 56(휴천동),경상북도,054-636-9636
836,진보점,경북 청송군 진보면 진안79-2,경상북도,054-653-8893
837,점촌점,경북 문경시 모전동 52-9,경상북도,054-552-5882
838,예천점,경북 예천군 예천읍 효자로 65,경상북도,054-653-8892
839,법원점,경상북도 포항시 북구 법원로 154 (양덕동),경상북도,054)-252-9946
840,평해점,경북 울진군 평해읍 평해리 58 2층,경상북도,054-787-8483
841,황성점,경북 경주시 용담로 116번길  61-5    103동  101호 신흥2차,경상북도,054-773-5408
842,시래점,경북 경주시 구매3길 28(시래동),경상북도,054-771-7980
843,안강점,경북 경주시 안강읍 양월5리1199-14,경상북도,054-761-0087
844,보문점,경북 경주시 신평동 150-9,경상북도,054-748-7484
845,황오점,경북 경주시 황오동 원효로 174,경상북도,054-745-7501
846,영덕점,경북 영덕군 영덕읍 남석1리  148,경상북도,054-732-1313
847,영천점,경북 영천시 야사동 283-38,경상북도,054-334-9709
848,오천점,경북 포항시 남구오천읍용덕리322-15,경상북도,054-292-1128
849,연일점,경상북도 포항시 남구 연일읍 철강로25번길 52,경상북도,054-278-9907
850,동해점,경북 포항시 남구동해면 약전1리291-1,경상북도,054-284-4957
851,효자점,경북 포항시 남구 효자동 308-16,경상북도,054-282-3324
852,흥해점,경북 포항시 북구 흥해읍 흥해로 21,경상북도,054-261-7786
853,환호점,경북 포항시 북구환호동512-7,경상북도,054-252-6588
854,기계점,경북 포항시 북구 기계면 현내리 404-5,경상북도,054-246-0088
855,감포점,경북 경주시 감포읍 감포리 50-2,경상북도,054-777-3457
856,달전점,경북 포항시 북구 흥해읍 달전로 365,경상북도,054-261-7892
857,북면점,경북 울진군 북면 덕구온천로 28,경상북도,054-783-0747
858,용강점,경북 경주시 승삼3길 18-1(용강동),경상북도,054-777-4262
859,충효점,경북 경주시 충효녹지길 128-9(충효동),경상북도,054-742-8285
860,아화점,경북 경주시 서면 내서로 406,경상북도,054-751-0331
861,신암점,대구광역시 동구 신암4동612-53,대구광역시,053-958-3999
862,성주점,경북 성주군 성주읍 성산리 2098-2번지,경상북도,054-931-9292
863,선남점,경북 성주군 선남면 관화리670-3,경상북도,054-931-1116
864,진량점,경북 경산시 진량읍 신상리 205-1,경상북도,053-851-9959
865,범물2호점,대구광역시 수성구 범물동1369-11,대구광역시,053-782-7631
866,두산들안점,대구광역시 수성구 들안로20길 41,대구광역시,053-763-1002
867,효신점,대구광역시 동구신천4동436-7,대구광역시,053-756-6114
868,범어점,대구광역시 수성구 범어4동114-1,대구광역시,053-745-5598
869,진천사랑점,대구광역시 달서구 월배로 32-1 진천우체국,대구광역시,053-643-0006
870,화원점,대구광역시 달성군 화원읍 화원로 1길 12,대구광역시,053-636-9995
871,상인점,대구광역시 달서구 상인동 1474-1 보성산호상가 102호,대구광역시,053-636-4333
872,대명1호점,"대구광역시 남구 안골길 15,1층",대구광역시,053-622-9888
873,논공점,대구광역시 달성군 논공읍 북리 803-142,대구광역시,053-615-0697
874,현풍점,대구광역시 달성군 현풍면 중리295-1,대구광역시,053-611-9233
875,매곡점,대구광역시 달성군 다사읍 매곡리 1549-1,대구광역시,053-586-9983
876,감삼점,대구광역시 달서구 감삼동205-12,대구광역시,053-566-0292
877,중평점,대구광역시 서구 국채보상로34길12.129-119,대구광역시,053-559-9989
878,신천점,대구광역시 동구 신천동633 동신우방상가108-108,경상북도,053-422-9277
879,방촌점,대구광역시 동구 방촌동902-7 현대상가,대구광역시,053-984-3185
880,시지1호점,대구광역시 수성구 노변공원로1길 6-5(시지동),대구광역시,053-793-9960
881,두류내당점,"대구광역시 달서구 야외음악당로 163, 1충(두류동)",대구광역시,053-654-2064
882,대명계대점,대구광역시 남구 대명3동2262-47번지,대구광역시,053-652-9982
883,명곡점,대구광역시 달성군 화원읍 상암로71201호2층,대구광역시,053-644-9902
884,죽곡점,대구광역시 달성군 다사읍 대실역남로 4길 30-26,대구광역시,053-586-8870
885,산격점,대구광역시 북구 대동로 45(산격동),대구광역시,053-951-8890
886,동명점,경북 칠곡군 동명면 금암중앙길 42,경상북도,054-976-7981
887,삼청공단점,경북 칠곡군 왜관읍 삼청리410-32,경상북도,054-973-4489
888,왜관점,경북 칠곡군 왜관읍왜관리774,경상북도,054-971-4110
889,석적중리점,경북 칠곡군 석적읍 중리201-10,경상북도,054-971-3825
890,용산점,"대구광역시 달서구 와룡로49길 103,1층",대구광역시,053-563-9997
891,서재점,대구광역시 달성군 다사읍 서재리 서재로 108,대구광역시,053-585-8145
892,성서1호점,대구광역시 달서구 이곡동 752-19,대구광역시,053-582-1256
893,고아점,경북 구미시 고아읍 오로리 460-1에덴상가 203호,경상북도,054-481-3006
894,옥계점,경북 구미시 구포동671-2,경상북도,054-475-9950
895,산동점,경북 구미시 산동면 강동로 1028-6,경상북도,054-475-8299
896,진평점,경북 구미시 진평동458,경상북도,054)-471-1741
897,구미1호점,경북 구미시 신평1동150-17,경상북도,054)-463-4545
898,상모점,경북 구미시 상사서로 92(상모동.마동1층),경상북도,054)-462-9982
899,원평점,경북 구미시 남통동14-44,경상북도,054)-458-6117
900,도량점,경북 구미시 도량동245-2,경상북도,054)-442-1414
901,원호점,경북 구미시 고아읍 원호리 449번지,경상북도,054)-441-1033
902,대곡점,경북 김천시 부곡동 990-1,경상북도,054-437-8292
903,직지점,경북 김천시 대항면복전리548-32,경상북도,054-436-8998
904,신음점,경북 김천시 신음동1302-5,경상북도,054-435-2292
905,침산점,대구광역시 북구 침산동456-7침산2지구아파트101-12,대구광역시,053-353-9959
906,인의황상점,경북 구미시 여헌로14길 10,경상북도,054-474-7940
907,덕곡율곡점,"경북 김천시 아포대로 22, 외2필지(덕곡동)",경상북도,054-437-9992
908,아포점,경북 김천시 아포읍 국사리 1047번지102호,경상북도,054-431-0082
909,지좌점,경북 김천시 황산2길 36 (지좌동),경상북도,054-434-1919
910,팔달점,대구광역시 서구 서대구로68길 58(비산동),대구광역시,053-352-9959
911,칠곡2지구점,대구광역시 북구 구암동 684-5,대구광역시,053-326-9949
912,태전점,"대구광역시 북구 칠곡중앙대로53길32,상가동107호",대구광역시,053-311-9930
913,금호샛별점,대구광역시 북구 한강로 6길3.1층(사수동),대구광역시,053-311-7999
914,회원1동점,경남 창원시 마산회원구 회원동 29-15,경상남도,055-244-0116
915,합천점,"경남 합천군 합천읍 옥산로 57-1, 1층",경상남도,055-931-0388
916,합성점,창원시 마산회원구 합성동 322-42,경상남도,055-297-4406
917,함안점,경남 함안군 함안면 북촌2길 64,경상남도,055-583-8592
918,하동점,경남 하동군 하동읍 중앙2길 10-4,경상남도,055-884-1377
919,팔용점,창원시 의창구 팔용동 194-7 1층,경상남도,055-297-9218
920,통영1점,"경남 통영시 중앙로 255, 103호(북신동,동우상가동)",경상남도,055-649-9233
921,태룡점,밀양시 단장면 태룡리 407-5,경상남도,055-356-0274
922,칠원점,경남 함안군 칠원읍 구성길 3,경상남도,055-587-3037
923,창선점,경남 남해군 창선면 상죽리 131,경상남도,055-867-4406
924,진성점,"경남 진주시 진성면 동부로 1348, 2층",경상남도,055-758-3236
925,지산점,창원시 마산합포구 진북면 지산리 250-16,경상남도,055-271-4348
926,지곡점,경남 함양군 지곡면 병곡지곡로 963-1,경상남도,055-963-6050
927,중앙점,"경남 진주시 진주대로 1022-1, 1층(동성동)",경상남도,055-747-7992
928,주공점,"경남 거제시 성산로 20, 1층(옥포동, 무지개타운상가)",경상남도,055-687-6333
929,제일점,경상남도 밀양시 밀양대로 1781-1(삼문동),경상남도,055-354-8592
930,장평점,경남 거제시 장평동 626-8,경상남도,055-637-1950
931,자은점,창원시 진해구 자은동 975-12 1층 102호,경상남도,055-551-9991
932,자산점,창원시 마산합포구 자산동 189-3,경상남도,055-248-1581
933,일반성점,경남 진주시 일반성면 창촌리 47-1,경상남도,055-754-6786
934,위천점,경남 거창군 위천면 장기리 418-18,경상남도,055-942-6102
935,웅천점,창원시 진해구 북부동 560-4 대풍연립 101,경상남도,055-545-1996
936,웅양점,경남 거창군 웅양면 웅양로 1428,경상남도,055-942-8858
937,용현점,경상남도 사천시 용현면 진삼로 626,경상남도,055-832-7772
938,용원점,경남 창원시 진해구 안골로298번길 26 푸르지오 상가 1동 104호,경상남도,055-552-1881
939,옥포점,경남 거제시 옥포동 546-18,경상남도,055-687-9292
940,옥수점,경남 거제시 능포동 717-2,경상남도,055-681-9252
941,안의점,경남 함양군 안의면 금천리 160-5,경상남도,055-962-0185
942,신월점,"경상남도 창원시 의창구 창이대로570번길 13-3, 1층 107호(신월동)",경상남도,055-264-9248
943,신반점,경남 의령군 부림면 신반리 168-9,경상남도,055-574-7709
944,수월점,"경상남도 거제시 수양로 494, 1층 101(일부)호(양정동)",경상남도,055-636-9297
945,수산점,경상남도 밀양시 하남읍 시서상가길 11,경상남도,055-391-5008
946,수동점,경남 함양군 수동면 화산리 1201-6,경상남도,055-963-2292
947,서포점,경남 사천시 서포면 구평리 640-5,경상남도,055-853-1168
948,서상점,경남 함양군 서상면 서상로 263,경상남도,055-963-8834
949,상봉점,경남 진주시 북장대로 81번길 11(상봉동),경상남도,055-746-9253
950,삼랑진점,경남 밀양시 삼랑진읍 만어로 8-4 1층,경상남도,055-351-2305
951,삼계점,창원시 마산회원구 내서읍 삼계리 637번지,경상남도,055-232-9222
952,삼가점,경남 합천군 삼가면 삼가중앙길 21-18,경상남도,055-932-9919
953,산호점,경상남도 창원시 마산합포구 산호남로 6(산호동),경상남도,055-245-0272
954,산청점,경상남도 산청군 산청읍 친환경로 2668,경상남도,055-973-7323
955,산복점,"경남 창원시 마산회원구 회원남로 14(회원동, 102호)",경상남도,055-245-5092
956,사파점,"경상남도 창원시 성산구 창이대로663번길 5, 102-1호(사파동,미남빌딩)",경상남도,055-267-8889
957,사곡점,"경상남도 거제시 사등면 두동로 30, 지하1층 206호(경남아너스빌상가)",경상남도,055-633-7060
958,부곡점,경남 창녕군 부곡면 온천중앙로 46,경상남도,055-536-7709
959,봉평점,"경상남도 통영시 데메4길 45, 1호(도남동,세인상가)",경상남도,055-644-9290
960,반지점,"창원시 성산구 원이대로393번길 17-1 (반지동,2층)",경상남도,055-237-9294
961,반림점,창원시 성산구 중앙동 74-6 1층 B호,경상남도,055-261-3266
962,문산점,경남 진주시 문산읍 소문리 153-77(1층),경상남도,055-761-2836
963,동천점,경남 남해군 삼동면 동부대로 1235,경상남도,055-867-7273
964,동마산점,창원시 마산회원구 구암남3길 13(구암동),경상남도,055-295-6422
965,대산점,경상남도 함안군 대산면 대산중앙로 214,경상남도,055-582-8521
966,대방점,"창원시 성산구 대정로 131 213(대방동,대방덕산타운상가 213호)",경상남도,055-275-9917
967,남해점,경남 남해군 남해읍 화전로78번길 17,경상남도,055-864-5894
968,남면점,경남 남해군 남면 남서대로 777,경상남도,055-862-7574
969,남.이동점,경남 남해군 이동면 무림로 81-1,경상남도,055-863-0840
970,남.고현점,경남 남해군 고현면 대사리 757-1,경상남도,055-863-0920
971,군북점,경남 함안군 군북면 중암리 60-1,경상남도,055-585-9200
972,구조라점,경남 거제시 일운면 구조라리 375,경상남도,055-681-9797
973,구암점,경상남도 창원시 마산회원구 구암북2길 6(구암동),경상남도,055-299-2450
974,공단점,경남 진주시 상평동 227 동국1차(아)상가 102,경상남도,055-758-3534
975,고현점,경상남도 거제시 거제중앙로27길 15(고현동),경상남도,055-635-7649
976,거창점,경남 거창군 거창읍 상림리 42-10,경상남도,055-944-4776
977,가호점,경남 진주시 가좌길 54 (가좌동),경상남도,055-757-9983
978,가음정점,창원시 성산구 남산동 601-1 창남상가 1층 108,경상남도,055-262-9912
979,가야점,경남 함안군 가야읍 도항리 95-1 1층,경상남도,055-583-8021
980,가곡점,경남 밀양시 가곡동 608-4,경상남도,055-354-1628
981,가고파점,경남 창원시 마산회원구 석전1동 262-2,경상남도,055-295-4027
982,소주동점,경상남도 양산시 대평들2길 17(주남동),경상남도,055-362-2918
983,명동점(양),경상남도 양산시 신명동 7길 56(명동),경상남도,055-362-3555
984,평산점,"경상남도 양산시 신명로 82, 107동 103호(평산동, 동일스위트1차)",경상남도,055-386-9994
985,덕계점,경상남도 양산시 덕계2길 20(덕계동),경상남도,055-363-9901
986,칠산점,경상남도 김해시 칠산로 399번길 8(화목동),경상남도,055-338-9982
987,무계점,"경상남도 김해시 장유로 301번길 3, 207호(무계동,청학프라자)",경상남도,055-322-8886
